"withinblocktrial","block","block_repetition","rt","resp","cor","cresp","conf_press","cj","rtconf","coherence","metacognition","slow_trial","manipulation","sub","age","gender","handedness","X","batch","check1","check2","check3","check4"
33,6,1,0.967713600000934,"['c']",1,"left","['e']",1,0.26448530000016,0.2,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
34,6,1,1.01663990000088,"['n']",1,"right","['e']",1,0.263810999998896,0.1,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
35,6,1,0.668126700000357,"['n']",1,"right","['e']",1,0.292296600000554,0.4,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
36,6,1,1.08414339999945,"['n']",1,"right","['e']",1,0.287693800000852,0.1,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
37,6,1,0.66712170000028,"['n']",1,"right","['e']",1,0.267963799999052,0.4,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
38,6,1,1.43424870000126,"['n']",0,"left","['u']",0,0.314192200001344,0.2,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
39,6,1,1.48462910000126,"['c']",0,"right","['u']",0,0.228383000001486,0.1,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
40,6,1,1.25072019999971,"['n']",1,"right","['u']",0,0.331703300000299,0.1,0,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
41,6,1,0.717980100000204,"['n']",1,"right","['e']",1,0.291439499998887,0.4,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
42,6,1,0.617750599998544,"['n']",1,"right","['e']",1,0.305866599999717,0.4,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
43,6,1,0.767730399998982,"['c']",1,"left","['e']",1,0.249360700001489,0.4,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
44,6,1,0.500808099999631,"['c']",1,"left","['e']",1,0.33374189999995,0.4,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
45,6,1,1.08482000000004,"['c']",1,"left","['e']",1,0.279067399998894,0.4,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
46,6,1,0.901096600000528,"['c']",1,"left","['e']",1,0.266001700001652,0.2,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
47,6,1,1.58449610000025,"['n']",0,"left","['u']",0,0.70653350000066,0.1,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
48,6,1,1.06786769999962,"['n']",1,"right","['e']",1,0.318123400000331,0.1,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
49,6,1,1.3003263999999,"['n']",0,"left","['u']",0,0.239465200000268,0.1,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
50,6,1,0.683463699999265,"['n']",1,"right","['e']",1,1.30975650000073,0.4,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
51,6,1,1.18371000000116,"['n']",0,"left","['u']",0,0.332930200000192,0.1,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
52,6,1,1.78446270000131,"['c']",1,"left","['u']",0,0.425680999998804,0.1,0,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
53,6,1,0.648752699999022,"['n']",1,"right","['e']",1,0.274685299998964,0.4,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
54,6,1,0.884442100001252,"['c']",1,"left","['e']",1,0.261602699998548,0.4,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
55,6,1,0.884117200001128,"['n']",1,"right","['e']",1,0.457801700000346,0.2,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
56,6,1,1.7676492999999,"['n']",0,"left","['u']",0,0.40413559999979,0.1,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
57,6,1,0.934589100001176,"['n']",1,"right","['e']",1,0.48055469999963,0.1,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
58,6,1,0.601067999999941,"['n']",1,"right","['e']",1,0.247225900000558,0.4,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
59,6,1,1.80066009999973,"['n']",0,"left","['u']",0,0.64767700000084,0.1,1,0,"AccFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
0,7,1,1.36721109999962,"['n']",1,"right","['e']",1,2.30384210000011,0.2,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
1,7,1,0.901212599999781,"['n']",0,"left","['e']",1,0.466322000000218,0.1,0,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
2,7,1,1.61774969999897,"['c']",1,"left","['e']",1,1.56922280000072,0.1,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
3,7,1,1.36685670000043,"['n']",1,"right","['e']",1,2.91030200000023,0.1,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
4,7,1,1.28431770000134,"['n']",1,"right","['e']",1,3.52956979999908,0.1,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
5,7,1,1.1182332999997,"['c']",1,"left","['e']",1,0.578259100000651,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
6,7,1,1.9844721999998,"['c']",1,"left","['u']",0,0.606327800000145,0.4,0,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
7,7,1,1.36893359999885,"['n']",1,"right","['e']",1,0.914150099999461,0.2,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
8,7,1,2.38456260000021,"['n']",1,"right","['u']",0,1.12042379999912,0.1,0,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
9,7,1,2.53453409999929,"['n']",0,"left","['u']",0,1.63299740000002,0.2,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
10,7,1,1.68452919999982,"['n']",1,"right","['u']",0,0.862689800000226,0.2,0,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
11,7,1,1.16658459999962,"['c']",1,"left","['e']",1,0.959710499999346,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
12,7,1,0.751508000001195,"['n']",1,"right","['e']",1,1.16608090000045,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
13,7,1,1.36793639999996,"['n']",1,"right","['u']",0,0.874748300000647,0.1,0,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
14,7,1,0.818358999998964,"['n']",1,"right","['e']",1,0.601963799999794,0.2,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
15,7,1,1.08442009999999,"['n']",1,"right","['e']",1,0.504847099999097,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
16,7,1,1.93457510000007,"['n']",1,"right","['e']",1,0.521671099999367,0.2,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
17,7,1,0.734478399999716,"['n']",1,"right","['e']",1,0.858081799999127,0.2,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
18,7,1,2.31731519999994,"['n']",0,"left","['u']",0,3.27802089999932,0.2,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
19,7,1,1.23506700000144,"['n']",0,"left","['u']",0,0.748326900000393,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
20,7,1,1.61729500000001,"['n']",1,"right","['u']",0,0.719887299999755,0.2,0,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
21,7,1,2.54980010000145,"['n']",0,"left","['u']",0,1.455727999999,0.2,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
22,7,1,1.81674529999873,"['c']",1,"left","['e']",1,0.767952599999262,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
23,7,1,1.43412949999947,"['c']",1,"left","['e']",1,0.761771800000133,0.1,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
24,7,1,1.91677359999994,"['c']",1,"left","['e']",1,0.624881300000197,0.2,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
25,7,1,0.967635700000756,"['n']",1,"right","['e']",1,0.675880200000393,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
26,7,1,0.88472609999917,"['c']",1,"left","['e']",1,0.679967300000499,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
27,7,1,1.36764310000035,"['n']",1,"right","['e']",1,1.65618960000029,0.1,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
28,7,1,0.801243400001113,"['n']",1,"right","['e']",1,0.536613799999031,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
29,7,1,1.55109730000004,"['n']",1,"right","['e']",1,0.455629199999748,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
30,7,1,0.734392500000467,"['n']",1,"right","['e']",1,0.618576599999869,0.1,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
31,7,1,1.10063380000065,"['c']",1,"left","['e']",1,0.472094500000821,0.1,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
32,7,1,1.23379289999866,"['c']",1,"left","['e']",1,0.64624670000012,0.2,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
33,7,1,1.16742070000146,"['n']",1,"right","['e']",1,0.480101799999829,0.1,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
34,7,1,2.61770839999917,"['c']",1,"left","['u']",0,0.630424199998743,0.2,0,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
35,7,1,1.4168195000002,"['n']",1,"right","['e']",1,0.727375200000097,0.1,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
36,7,1,0.867122600000584,"['n']",1,"right","['e']",1,0.298148699999729,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
37,7,1,1.30140949999986,"['n']",1,"right","['u']",0,2.1877929000002,0.1,0,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
38,7,1,1.78375299999971,"['n']",0,"left","['u']",0,0.671651299999212,0.1,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
39,7,1,1.21773890000077,"['c']",1,"left","['e']",1,1.41488500000014,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
40,7,1,3.31792350000069,"['c']",1,"left","['u']",0,0.459848399999828,0.1,0,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
41,7,1,2.56743570000071,"['c']",1,"left","['u']",0,0.581877199998416,0.1,0,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
42,7,1,1.31789300000128,"['c']",1,"left","['e']",1,0.428016100000605,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
43,7,1,2.23464559999957,"['c']",1,"left","['u']",0,0.99645529999907,0.1,0,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
44,7,1,3.11796559999857,"['n']",0,"left","['u']",0,1.92198180000014,0.2,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
45,7,1,1.4003974999996,"['n']",1,"right","['e']",1,0.447978099999091,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
46,7,1,1.49985080000079,"['c']",1,"left","['u']",0,0.452821699998822,0.1,0,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
47,7,1,2.11742500000037,"['c']",1,"left","['u']",0,0.399808599999233,0.1,0,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
48,7,1,0.900741200000994,"['n']",1,"right","['e']",1,0.846183599998767,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
49,7,1,1.41760889999932,"['n']",1,"right","['e']",1,0.581808800001454,0.2,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
50,7,1,1.0844558000008,"['n']",1,"right","['e']",1,0.67741340000066,0.2,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
51,7,1,1.75101419999919,"['c']",1,"left","['u']",0,1.84688079999978,0.2,0,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
52,7,1,1.13442029999896,"['c']",1,"left","['e']",1,1.53809669999828,0.2,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
53,7,1,1.20116960000087,"['n']",1,"right","['e']",1,1.4791294000006,0.2,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
54,7,1,1.46611339999981,"['c']",1,"left","['e']",1,1.02790139999888,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
55,7,1,1.01807580000059,"['n']",1,"right","['e']",1,0.420419699999911,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
56,7,1,0.967622999998639,"['n']",1,"right","['e']",1,0.35128910000094,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
57,7,1,0.717886000000362,"['n']",1,"right","['e']",1,0.422995299999457,0.1,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
58,7,1,1.21779070000048,"['c']",1,"left","['e']",1,0.42381640000167,0.4,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
59,7,1,1.28453769999942,"['n']",0,"left","['u']",0,0.422295999998823,0.2,1,0,"AccAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
0,8,1,1.26642840000022,"['c']",0,"right","['u']",0,1.64673310000035,0.1,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
1,8,1,0.551218799999333,"['n']",1,"right","['u']",0,0.760802200000398,0.1,0,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
2,8,1,0.71591830000034,"['c']",1,"left","['u']",0,0.417472500001168,0.1,0,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
3,8,1,0.884487199999057,"['c']",1,"left","['e']",1,2.89489160000085,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
4,8,1,0.584018600000491,"['n']",1,"right","['e']",1,1.38241240000025,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
5,8,1,0.699220599999535,"['c']",1,"left","['e']",1,3.63818960000026,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
6,8,1,1.0176492999999,"['c']",1,"left","['u']",0,2.78181910000058,0.1,0,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
7,8,1,0.799363899999662,"['c']",1,"left","['u']",0,1.34593780000068,0.4,0,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
8,8,1,0.817001800000071,"['n']",1,"right","['e']",1,1.98070130000087,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
9,8,1,0.899895900000047,"['n']",1,"right","['e']",1,0.876858499999798,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
10,8,1,1.01772060000076,"['c']",1,"left","['e']",1,1.97056870000051,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
11,8,1,0.884690599999885,"['n']",1,"right","['e']",1,1.44299719999981,0.1,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
12,8,1,0.817691700000069,"['c']",1,"left","['e']",1,1.05125100000078,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
13,8,1,1.73372709999967,"['n']",0,"left","['u']",0,1.18244439999944,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
14,8,1,0.59970389999944,"['n']",1,"right","['e']",1,1.61029500000041,0.1,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
15,8,1,0.517872200000056,"['n']",1,"right","['e']",1,1.33491490000051,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
16,8,1,1.05002870000135,"['c']",1,"left","['e']",1,1.21060070000021,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
17,8,1,0.60136539999985,"['n']",1,"right","['u']",0,2.80432249999831,0.1,0,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
18,8,1,0.616641999999047,"['n']",0,"left","['u']",0,2.31842289999986,0.1,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
19,8,1,0.967700500001229,"['c']",1,"left","['u']",0,1.75715990000026,0.4,0,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
20,8,1,0.534452399999282,"['n']",1,"right","['e']",1,1.46020999999928,0.1,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
21,8,1,0.801656499999808,"['n']",1,"right","['e']",1,0.89261599999918,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
22,8,1,0.649585999999545,"['n']",1,"right","['e']",1,2.08273960000042,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
23,8,1,0.567023300000074,"['n']",1,"right","['e']",1,1.3219308000007,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
24,8,1,0.649704100000235,"['n']",1,"right","['e']",1,1.29444560000047,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
25,8,1,0.550455399999919,"['n']",1,"right","['e']",1,1.28639270000167,0.1,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
26,8,1,0.717846300000019,"['c']",1,"left","['e']",1,1.49647230000119,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
27,8,1,2.01808770000025,"['c']",1,"left","['u']",0,1.51838150000003,0.1,0,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
28,8,1,0.54964690000088,"['n']",1,"right","['e']",1,1.37413799999922,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
29,8,1,0.667854100000113,"['n']",1,"right","['e']",1,1.79147730000113,0.1,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
30,8,1,0.734537700000146,"['n']",1,"right","['e']",1,1.14851160000035,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
31,8,1,0.71825710000121,"['c']",1,"left","['e']",1,3.76440030000049,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
32,8,1,0.566576700000951,"['n']",1,"right","['e']",1,1.69055440000011,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
33,8,1,0.517950800000108,"['c']",1,"left","['e']",1,1.60381770000095,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
34,8,1,0.583322599999519,"['n']",1,"right","['e']",1,1.24684270000034,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
35,8,1,0.468017600000167,"['c']",1,"left","['e']",1,0.908261500000663,0.1,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
36,8,1,0.351541600000928,"['n']",0,"left","['e']",1,1.93255659999886,0.1,0,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
37,8,1,0.483604700000797,"['c']",1,"left","['e']",1,2.84693510000034,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
38,8,1,0.899812600000587,"['c']",0,"right","['u']",0,1.24372000000039,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
39,8,1,0.599885900001027,"['n']",1,"right","['e']",1,1.23581869999907,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
40,8,1,0.583659699999771,"['n']",1,"right","['e']",1,1.56533370000034,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
41,8,1,0.533906200000274,"['n']",1,"right","['e']",1,0.747726200001125,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
42,8,1,0.651156299998547,"['c']",1,"left","['u']",0,1.71917440000107,0.1,0,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
43,8,1,0.900504299999739,"['c']",1,"left","['u']",0,1.31211769999936,0.1,0,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
44,8,1,0.818123499999274,"['n']",1,"right","['u']",0,2.8772358999995,0.2,0,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
45,8,1,1.80004949999966,"['n']",0,"left","['u']",0,4.46910820000085,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
46,8,1,0.699785700000575,"['n']",0,"left","['u']",0,2.98525370000061,0.1,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
47,8,1,1.66766420000022,"['c']",1,"left","['u']",0,2.16155679999974,0.1,0,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
48,8,1,0.649906199998441,"['n']",1,"right","['e']",1,1.95584790000066,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
49,8,1,0.968488399999842,"['c']",1,"left","['e']",1,1.98554380000132,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
50,8,1,0.65148279999994,"['n']",1,"right","['e']",1,2.21790590000091,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
51,8,1,1.03331590000016,"['c']",1,"left","['e']",1,2.5710925000003,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
52,8,1,0.967166399999769,"['n']",0,"left","['u']",0,2.31977790000019,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
53,8,1,0.550592599998708,"['n']",1,"right","['e']",1,1.42334699999992,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
54,8,1,1.8336634999996,"['c']",1,"left","['u']",0,2.49617229999967,0.2,0,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
55,8,1,0.617531699999745,"['n']",1,"right","['e']",1,1.74935150000056,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
56,8,1,0.634479099999226,"['n']",0,"left","['u']",0,2.79233680000107,0.1,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
57,8,1,1.28467699999965,"['c']",1,"left","['u']",0,1.5442708999999,0.1,0,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
58,8,1,0.78452710000056,"['n']",1,"right","['e']",1,2.19009180000103,0.2,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
59,8,1,0.867982899999333,"['c']",1,"left","['e']",1,1.15878239999984,0.4,1,0,"FastAcc",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
0,9,1,0.78465640000104,"['n']",1,"right","['u']",0,1.6949953000003,0.4,0,0,"FastFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
1,9,1,0.816898499999297,"['n']",1,"right","['u']",0,0.445283600000039,0.1,0,0,"FastFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
2,9,1,0.551763100000244,"['c']",1,"left","['e']",1,0.295382100001007,0.4,1,0,"FastFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
3,9,1,0.567840200001228,"['c']",1,"left","['e']",1,0.374982200000886,0.2,1,0,"FastFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
4,9,1,0.785036399998717,"['n']",1,"right","['u']",0,1.00346739999986,0.1,0,0,"FastFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
5,9,1,1.20019540000067,"['c']",1,"left","['u']",0,1.92613729999903,0.4,0,0,"FastFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
6,9,1,0.651052999999592,"['c']",1,"left","['e']",1,1.88937579999947,0.2,1,0,"FastFast",16,18,"Woman","Right",NA,2,TRUE,TRUE,TRUE,TRUE
